Source,Target,Type,Category,Kind,Sub-kind,Text ID,Time-slot,Language,Material,Relation to archive
PER_257,PER_256,Directed,Economic,Service,Verification,TM_134,140-116 BCE,Greek,Papyrus,Certain
PER_121,PER_8170_78233_160275_242017,Directed,Economic,Service,Tax report,TM_134,140-116 BCE,Greek,Papyrus,Certain
PER_256,PER_8170_78233_160275_242017,Directed,Economic,Service,Tax report,TM_134,140-116 BCE,Greek,Papyrus,Certain
PER_8170_78233_160275_242017,PER_65579,Undirected,Economic,Collaboration,Marriage,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_163_116635,PER_8170_78233_160275_242017,Directed,Economic,Service,Scribe,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_163_116635,PER_65579,Directed,Economic,Service,Scribe,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_11838,PER_65582,Undirected,Economic,Collaboration,Marriage,TM_136,115-88 BCE,Demotic,Papyrus,Certain
PER_163_116635,PER_11838,Directed,Economic,Service,Scribe,TM_136,115-88 BCE,Demotic,Papyrus,Certain
PER_163_116635,PER_65582,Directed,Economic,Service,Scribe,TM_136,115-88 BCE,Demotic,Papyrus,Certain
PER_19614,PER_73587,Undirected,Economic,Collaboration,Sell together,TM_137,115-88 BCE,Demotic,Papyrus,Certain
PER_19614,PER_8170_78233_160275_242017,Directed,Economic,Land sale,Land/Plot,TM_137,115-88 BCE,Demotic,Papyrus,Certain
PER_73587,PER_8170_78233_160275_242017,Directed,Economic,Land sale,Land/Plot,TM_137,115-88 BCE,Demotic,Papyrus,Certain
PER_167_10657_75681,PER_19614,Directed,Economic,Service,Scribe,TM_137,115-88 BCE,Demotic,Papyrus,Certain
PER_167_10657_75681,PER_73587,Directed,Economic,Service,Scribe,TM_137,115-88 BCE,Demotic,Papyrus,Certain
PER_167_10657_75681,PER_8170_78233_160275_242017,Directed,Economic,Service,Scribe,TM_137,115-88 BCE,Demotic,Papyrus,Certain
PER_359_11831_73600,PER_65596,Undirected,Economic,Collaboration,Marriage,TM_138,115-88 BCE,Demotic,Papyrus,Certain
PER_222_64893_73113_75668_75672_79411_117843_297462_351313_430889,PER_359_11831_73600,Directed,Economic,Service,Scribe,TM_138,115-88 BCE,Demotic,Papyrus,Certain
PER_222_64893_73113_75668_75672_79411_117843_297462_351313_430889,PER_65596,Directed,Economic,Service,Scribe,TM_138,115-88 BCE,Demotic,Papyrus,Certain
PER_15059,PER_12508,Directed,Economic,Land sale (?),Land/Plot,TM_139,115-88 BCE,Demotic,Papyrus,Certain
PER_12508,PER_53861_54564_73592_73595_73602_76408,Directed,Economic,Land sale,Land/Plot,TM_139,115-88 BCE,Demotic,Papyrus,Certain
PER_222_64893_73113_75668_75672_79411_117843_297462_351313_430889,PER_12508,Directed,Economic,Service,Scribe,TM_139,115-88 BCE,Demotic,Papyrus,Certain
PER_222_64893_73113_75668_75672_79411_117843_297462_351313_430889,PER_53861_54564_73592_73595_73602_76408,Directed,Economic,Service,Scribe,TM_139,115-88 BCE,Demotic,Papyrus,Certain
PER_11755,PER_8170_78233_160275_242017,Directed,Economic,Release from contract,N/A,TM_140,115-88 BCE,Demotic,Papyrus,Certain
PER_11759,PER_8170_78233_160275_242017,Directed,Economic,Release from contract,N/A,TM_140,115-88 BCE,Demotic,Papyrus,Certain
PER_15060,PER_8170_78233_160275_242017,Directed,Economic,Release from contract,N/A,TM_140,115-88 BCE,Demotic,Papyrus,Certain
PER_15025,PER_8170_78233_160275_242017,Directed,Economic,Release from contract,N/A,TM_140,115-88 BCE,Demotic,Papyrus,Certain
PER_15025,PER_11759,Undirected,Economic,Collaboration,N/A,TM_140,115-88 BCE,Demotic,Papyrus,Certain
PER_15025,PER_11755,Undirected,Economic,Collaboration,N/A,TM_140,115-88 BCE,Demotic,Papyrus,Certain
PER_15025,PER_15060,Undirected,Economic,Collaboration,N/A,TM_140,115-88 BCE,Demotic,Papyrus,Certain
PER_11759,PER_15060,Undirected,Economic,Collaboration,N/A,TM_140,115-88 BCE,Demotic,Papyrus,Certain
PER_11759,PER_11755,Undirected,Economic,Collaboration,N/A,TM_140,115-88 BCE,Demotic,Papyrus,Certain
PER_11755,PER_15060,Undirected,Economic,Collaboration,N/A,TM_140,115-88 BCE,Demotic,Papyrus,Certain
PER_73563,PER_8170_78233_160275_242017,Directed,Economic,Lease,Land/Plot,TM_141,115-88 BCE,Demotic,Papyrus,Certain
PER_223_11272_62895_70046_75676_77898_77921_79405_116633_117840_117842_331095_351314_430888,PER_53861_54564_73592_73595_73602_76408,Directed,Economic,Service,Scribe,TM_142,115-88 BCE,Demotic,Papyrus,Certain
PER_223_11272_62895_70046_75676_77898_77921_79405_116633_117840_117842_331095_351314_430888,PER_53728_73593_73594,Directed,Economic,Service,Scribe,TM_142,115-88 BCE,Demotic,Papyrus,Certain
PER_53862_73544_73598,PER_53728_73593_73594,Directed,Economic,Loan promise,Unknown,TM_142,115-88 BCE,Demotic,Papyrus,Certain
PER_53861_54564_73592_73595_73602_76408,PER_53728_73593_73594,Directed,Economic,Loan,Money,TM_142,115-88 BCE,Demotic,Papyrus,Certain
PER_53728_73593_73594,PER_53861_54564_73592_73595_73602_76408,Directed,Economic,Loan security,Kind,TM_142,115-88 BCE,Demotic,Papyrus,Certain
PER_53861_54564_73592_73595_73602_76408,PER_53728_73593_73594,Directed,Economic,Loan,Money,TM_143,115-88 BCE,Demotic,Ostracon,Related
PER_53862_73544_73598,PER_53728_73593_73594,Directed,Economic,Loan promise,Unknown,TM_143,115-88 BCE,Demotic,Ostracon,Related
PER_53728_73593_73594,PER_53861_54564_73592_73595_73602_76408,Directed,Economic,Loan security,Kind,TM_143,115-88 BCE,Demotic,Ostracon,Related
PER_436_19345,PER_379_19628,Directed,Economic,Service,Scribe,TM_309,165-141 BCE,Demotic,Papyrus,Certain
PER_436_19345,PER_378_65566_75620,Directed,Economic,Service,Scribe,TM_309,165-141 BCE,Demotic,Papyrus,Certain
PER_379_19628,PER_378_65566_75620,Undirected,Economic,Collaboration,Marriage,TM_309,165-141 BCE,Demotic,Papyrus,Certain
PER_75621,PER_378_65566_75620,Directed,Economic,Payment,Money,TM_44921,140-116 BCE,Demotic,Ostracon,Certain
PER_75622,PER_378_65566_75620,Directed,Economic,Payment,Money,TM_44921,140-116 BCE,Demotic,Ostracon,Certain
PER_75623_75627_75629_75630,PER_378_65566_75620,Directed,Economic,Payment,Money,TM_44921,140-116 BCE,Demotic,Ostracon,Certain
PER_75624,PER_378_65566_75620,Directed,Economic,Payment,Money,TM_44921,140-116 BCE,Demotic,Ostracon,Certain
PER_75625,PER_378_65566_75620,Directed,Economic,Payment,Money,TM_44921,140-116 BCE,Demotic,Ostracon,Certain
PER_75626,PER_378_65566_75620,Directed,Economic,Payment,Money,TM_44921,140-116 BCE,Demotic,Ostracon,Certain
PER_75628,PER_378_65566_75620,Directed,Economic,Payment,Money,TM_44921,140-116 BCE,Demotic,Ostracon,Certain
PER_75631,PER_378_65566_75620,Directed,Economic,Payment,Money,TM_44921,140-116 BCE,Demotic,Ostracon,Certain
PER_11981,PER_65596,Undirected,Economic,Collaboration,Marriage,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_222_64893_73113_75668_75672_79411_117843_297462_351313_430889,PER_11981,Directed,Economic,Service,Scribe,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_222_64893_73113_75668_75672_79411_117843_297462_351313_430889,PER_65596,Directed,Economic,Service,Scribe,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_63466,PER_63465,Directed,Economic,Service,Tax report,TM_50827,115-88 BCE,Demotic,Ostracon,Uncertain
PER_63465,PER_63466,Directed,Economic,Payment,Tax (?),TM_50827,115-88 BCE,Demotic,Ostracon,Uncertain
ID_7,PER_359_11831_73600,Directed,Economic,Sale (object),Cattle,TM_656,Unknown,Demotic,Papyrus,Related
