Source,Target,Type,Category,Kind,Sub-kind,Text ID,Time-slot,Language,Material,Relation to archive
PER_15071,PER_11277,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_15071,PER_14903,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_15071,PER_13538,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_15071,PER_13541,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_15071,PER_11015,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_11277,PER_14903,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_11277,PER_13538,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_11277,PER_13541,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_11277,PER_11015,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_14903,PER_13538,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_14903,PER_13541,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_14903,PER_11015,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_13538,PER_13541,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_13538,PER_11015,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_13541,PER_11015,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_15063,PER_13539,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_15063,PER_13544,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_15063,PER_13540,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_15063,PER_11676,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_15063,PER_13542,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_15063,PER_11939,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_15063,PER_14905,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_15063,PER_11841,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_13539,PER_13544,Undirected,Social,Colleague,Religious,TM_45835,115-88 BCE,Demotic,Papyrus,Related
PER_117916,PER_117915,Undirected,Social,Close kin,Child-Parent,TM_486,115-88 BCE,Demotic,Ostracon,Related
PER_117918,PER_117917,Undirected,Social,Close kin,Child-Parent,TM_486,115-88 BCE,Demotic,Ostracon,Related
PER_117920,PER_117919,Undirected,Social,Close kin,Child-Parent,TM_486,115-88 BCE,Demotic,Ostracon,Related
PER_117918,ID_9,Undirected,Social,Close kin,Sibling,TM_486,115-88 BCE,Demotic,Ostracon,Related
PER_11981,PER_65607,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_11981,PER_65608,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_65607,PER_65608,Undirected,Social,Close kin,Spouse,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_65596,PER_72278,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_65596,PER_72777,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_72278,PER_72777,Undirected,Social,Close kin,Spouse,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_222_64893_73113_75668_75672_79411_117843_297462_351313_430889,PER_223_11272_62895_70046_75676_77898_77921_79405_116633_117840_117842_331095_351314_430888,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_48588,PER_48589,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_48606,PER_48607,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_48608,PER_48609,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_48610,PER_48611,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_48612,PER_48613,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_48614,PER_48615,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_48616,PER_48617,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_48618,PER_48619,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_55,PER_47_19305_54204_69378,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_48592_49598_51302,PER_48593_49599_51303,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_48594,PER_48595,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_48596,PER_48597,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_48598,PER_48599,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_48600,PER_48601,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_48602,PER_48603,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_48604,PER_48605,Undirected,Social,Close kin,Child-Parent,TM_502,115-88 BCE,Demotic,Papyrus,Related
PER_63466,PER_69382,Undirected,Social,Close kin,Child-Parent,TM_50827,115-88 BCE,Demotic,Ostracon,Uncertain
ID_7,ID_8,Undirected,Social,Close kin,Child-Parent,TM_656,Unknown,Demotic,Papyrus,Related
